SrcIP,SrcPort,DstIP,DstPort,StartTime_s,EndTime_s,Duration_s,TotalBytes,TotalPackets,Retransmissions,HandshakeTime_ms,MSS,IsElephant,AvgThroughput_bps
111.128.163.73,29616,136.106.112.131,79,1744145100.319416,1744145100.319416,0.000001,0,1,0,-1.000,536,0,0.00
60.213.121.118,57456,189.202.152.202,23,1744145100.319226,1744145100.319226,0.000001,0,1,0,-1.000,-1,0,0.00
86.182.89.167,14844,73.162.164.163,4841,1744145100.319211,1744145100.319211,0.000001,0,1,0,-1.000,1460,0,0.00
205.191.47.195,42285,155.163.178.203,15904,1744145100.319200,1744145100.319200,0.000001,0,1,0,-1.000,1460,0,0.00
46.122.89.23,40123,71.80.67.150,3389,1744145100.319063,1744145100.319063,0.000001,0,1,0,-1.000,-1,0,0.00
24.3.89.197,58232,52.132.67.150,23,1744145100.319062,1744145100.319062,0.000001,0,1,0,-1.000,-1,0,0.00
241.123.110.185,57205,241.172.67.150,8989,1744145100.318980,1744145100.318980,0.000001,0,1,0,-1.000,-1,0,0.00
90.182.89.167,45056,160.211.5.133,2096,1744145100.318945,1744145100.318945,0.000001,0,1,0,-1.000,1460,0,0.00
157.19.28.133,59784,126.201.115.91,443,1744145100.318926,1744145100.333500,0.014574,0,2,0,-1.000,-1,0,0.00
196.155.197.36,51414,248.104.123.199,443,1744145100.318898,1744145100.318898,0.000001,0,1,0,-1.000,1440,0,0.00
119.143.83.213,35004,135.253.178.203,5555,1744145100.318836,1744145100.318836,0.000001,0,1,0,-1.000,1460,0,0.00
50.175.28.133,64411,179.215.41.104,443,1744145100.318783,1744145100.341166,0.022383,600,7,0,-1.000,1460,0,214448.47
171.60.211.185,50855,58.122.67.150,23,1744145100.318767,1744145100.318767,0.000001,0,1,0,-1.000,-1,0,0.00
58.45.15.133,40961,11.9.43.65,80,1744145100.318759,1744145100.319780,0.001021,14000,9,0,-1.000,-1,0,109696376.10
136.170.164.185,44950,30.178.67.150,22,1744145100.318721,1744145100.318721,0.000001,0,1,0,-1.000,1460,0,0.00
172.230.10.206,8665,187.213.164.163,6005,1744145100.318682,1744145100.318682,0.000001,0,1,0,-1.000,1460,0,0.00
148.87.148.18,41144,204.195.67.150,50005,1744145100.318664,1744145100.318664,0.000001,0,1,0,-1.000,1460,0,0.00
187.34.236.89,59341,22.198.67.150,37278,1744145100.318661,1744145100.318661,0.000001,0,1,0,-1.000,-1,0,0.00
90.220.20.112,49052,1.31.5.133,23,1744145100.318612,1744145100.318612,0.000001,0,1,0,-1.000,1460,0,0.00
187.34.236.89,59341,221.167.67.150,8879,1744145100.318607,1744145100.318607,0.000001,0,1,0,-1.000,-1,0,0.00
154.115.207.193,56832,90.245.152.202,2455,1744145100.318605,1744145100.318605,0.000001,0,1,0,-1.000,1460,0,0.00
211.108.67.150,44972,76.12.53.164,443,1744145100.318553,1744145100.318553,0.000001,0,1,0,-1.000,-1,0,0.00
66.76.71.195,35375,135.164.24.202,80,1744145100.318543,1744145100.318543,0.000001,0,1,0,-1.000,1460,0,0.00
88.32.161.83,59327,200.151.67.150,22,1744145100.318539,1744145100.318539,0.000001,0,1,0,-1.000,-1,0,0.00
80.166.55.170,43035,102.207.5.133,8728,1744145100.318512,1744145100.318512,0.000001,0,1,0,-1.000,-1,0,0.00
36.89.112.221,1400,108.152.112.131,80,1744145100.318508,1744145100.318508,0.000001,0,1,0,-1.000,-1,0,0.00
104.42.209.81,19176,158.207.67.150,8080,1744145100.318506,1744145100.318506,0.000001,0,1,0,-1.000,-1,0,0.00
190.249.155.175,50439,248.104.123.199,443,1744145100.318351,1744145100.318351,0.000001,0,1,0,-1.000,1452,0,0.00
15.203.211.162,19292,36.73.67.150,54380,1744145100.318186,1744145100.318186,0.000001,0,1,0,-1.000,-1,0,0.00
95.33.161.83,51049,109.29.238.103,57094,1744145100.318160,1744145100.318160,0.000001,0,1,0,-1.000,-1,0,0.00
100.32.161.83,57218,180.242.5.133,33789,1744145100.318158,1744145100.318158,0.000001,0,1,0,-1.000,-1,0,0.00
93.1.61.119,18938,248.104.123.199,443,1744145100.318124,1744145100.318124,0.000001,0,1,0,-1.000,1400,0,0.00
108.102.197.91,32317,216.148.178.203,23,1744145100.318123,1744145100.318123,0.000001,0,1,0,-1.000,1460,0,0.00
168.96.212.172,52429,24.246.5.133,5631,1744145100.318035,1744145100.318035,0.000001,0,1,0,-1.000,-1,0,0.00
236.70.233.84,52729,167.164.24.202,54967,1744145100.318020,1744145100.318020,0.000001,139,1,0,-1.000,-1,0,1112000000.00
50.175.28.133,64410,179.215.41.104,443,1744145100.317976,1744145100.338812,0.020836,600,6,0,-1.000,1460,0,230370.51
190.165.24.202,15839,132.191.47.195,60416,1744145100.317941,1744145100.317941,0.000001,0,1,0,-1.000,-1,0,0.00
93.137.11.156,55638,77.193.152.202,5006,1744145100.317873,1744145100.317873,0.000001,0,1,0,-1.000,-1,0,0.00
167.230.10.206,7194,180.208.67.150,591,1744145100.317865,1744145100.317865,0.000001,0,1,0,-1.000,1460,0,0.00
202.162.89.167,43236,61.238.178.203,8080,1744145100.317821,1744145100.317821,0.000001,0,1,0,-1.000,1460,0,0.00
191.177.178.203,465,247.198.238.58,48269,1744145100.317623,1744145100.317623,0.000001,1448,1,0,-1.000,-1,0,11584000000.00
203.162.89.167,59693,33.53.5.133,20546,1744145100.317533,1744145100.317533,0.000001,0,1,0,-1.000,1460,0,0.00
72.115.207.193,58928,51.61.5.133,8401,1744145100.317508,1744145100.317508,0.000001,0,1,0,-1.000,1460,0,0.00
28.52.176.152,2563,111.180.178.203,80,1744145100.317470,1744145100.317470,0.000001,0,1,0,-1.000,-1,0,0.00
94.74.113.131,22,174.159.204.104,51941,1744145100.317406,1744145100.317406,0.000001,0,1,0,-1.000,-1,0,0.00
80.166.55.170,47050,138.203.152.202,8728,1744145100.317396,1744145100.317396,0.000001,0,1,0,-1.000,-1,0,0.00
30.195.196.3,59392,174.194.152.202,49171,1744145100.317392,1744145100.317392,0.000001,0,1,0,-1.000,1460,0,0.00
169.32.161.83,61000,21.12.164.163,22145,1744145100.317369,1744145100.317369,0.000001,0,1,0,-1.000,-1,0,0.00
187.34.236.89,59341,110.227.67.150,37270,1744145100.317362,1744145100.317362,0.000001,0,1,0,-1.000,-1,0,0.00
106.185.178.203,58215,170.216.126.153,1883,1744145100.317226,1744145100.317226,0.000001,0,1,0,-1.000,-1,0,0.00
29.199.211.162,35389,252.209.67.150,15122,1744145100.317202,1744145100.317202,0.000001,0,1,0,-1.000,-1,0,0.00
160.179.171.154,58344,112.165.24.202,10017,1744145100.317193,1744145100.317193,0.000001,247,1,0,-1.000,-1,0,1976000000.00
114.179.102.87,53741,211.164.24.202,587,1744145100.317145,1744145100.317145,0.000001,0,1,0,-1.000,-1,0,0.00
172.188.109.185,25090,54.224.178.203,79,1744145100.317117,1744145100.317117,0.000001,0,1,0,-1.000,-1,0,0.00
14.220.152.202,830,206.191.47.195,19116,1744145100.317116,1744145100.317116,0.000001,460,1,0,-1.000,-1,0,3680000000.00
104.185.178.203,48220,170.216.126.153,1883,1744145100.317062,1744145100.317062,0.000001,0,1,0,-1.000,-1,0,0.00
104.185.178.203,55520,170.216.126.153,1883,1744145100.317061,1744145100.317061,0.000001,0,1,0,-1.000,-1,0,0.00
160.162.89.167,16187,88.231.152.202,48870,1744145100.317040,1744145100.317040,0.000001,0,1,0,-1.000,1460,0,0.00
58.97.243.86,20851,20.4.67.150,23,1744145100.317002,1744145100.317002,0.000001,0,1,0,-1.000,536,0,0.00
46.75.14.14,56086,72.22.15.133,1433,1744145100.316996,1744145100.316996,0.000001,0,1,0,-1.000,-1,0,0.00
252.253.227.156,80,236.108.67.150,44580,1744145100.316946,1744145100.320023,0.003077,16384,5,0,-1.000,-1,0,42597335.07
11.9.43.65,80,58.45.15.133,40961,1744145100.316902,1744145100.316902,0.000001,25,1,0,-1.000,-1,0,200000000.00
62.45.74.185,52800,218.89.67.150,23,1744145100.316875,1744145100.316875,0.000001,0,1,0,-1.000,-1,0,0.00
36.241.20.147,45568,199.196.100.151,443,1744145100.316836,1744145100.316836,0.000001,0,1,0,-1.000,1460,0,0.00
80.166.55.170,60652,182.4.164.163,8728,1744145100.316813,1744145100.316813,0.000001,0,1,0,-1.000,-1,0,0.00
195.205.155.175,26963,248.104.123.199,443,1744145100.316776,1744145100.316776,0.000001,0,1,0,-1.000,1400,0,0.00
196.151.67.20,50403,2.33.5.133,7473,1744145100.316774,1744145100.316774,0.000001,0,1,0,-1.000,-1,0,0.00
208.5.173.157,48322,19.104.67.60,443,1744145100.316745,1744145100.316778,0.000033,2880,2,0,-1.000,-1,0,698181818.18
84.205.195.175,39569,70.172.178.203,23,1744145100.316744,1744145100.316744,0.000001,0,1,0,-1.000,1452,0,0.00
56.28.238.103,22714,111.32.161.83,59779,1744145100.316727,1744145100.316727,0.000001,0,1,0,-1.000,-1,0,0.00
208.5.173.157,19714,19.104.67.60,443,1744145100.316624,1744145100.316725,0.000101,4320,3,0,-1.000,-1,0,342178217.82
30.33.161.83,59798,166.29.238.103,30473,1744145100.316624,1744145100.316624,0.000001,0,1,0,-1.000,-1,0,0.00
142.33.161.83,53470,89.113.67.150,1111,1744145100.316528,1744145100.316528,0.000001,0,1,0,-1.000,-1,0,0.00
241.33.5.133,21845,42.60.26.165,57568,1744145100.316480,1744145100.316480,0.000001,0,1,0,-1.000,-1,0,0.00
28.119.8.220,27253,132.232.152.202,51007,1744145100.316446,1744145100.316446,0.000001,0,1,0,-1.000,1400,0,0.00
208.228.6.221,40001,205.44.5.133,1433,1744145100.316425,1744145100.316425,0.000001,0,1,0,-1.000,1220,0,0.00
67.166.55.170,54629,41.138.178.203,8728,1744145100.316346,1744145100.316346,0.000001,0,1,0,-1.000,-1,0,0.00
49.208.81.205,49546,186.163.24.202,427,1744145100.316196,1744145100.316196,0.000001,0,1,0,-1.000,1460,0,0.00
207.191.47.195,56077,64.35.67.150,15659,1744145100.316190,1744145100.316190,0.000001,0,1,0,-1.000,1460,0,0.00
0.24.170.35,48844,98.90.67.150,443,1744145100.316115,1744145100.316115,0.000001,0,1,0,-1.000,1460,0,0.00
106.185.178.203,54168,170.216.126.153,1883,1744145100.316078,1744145100.342884,0.026806,0,2,0,-1.000,-1,0,0.00
197.33.5.133,9023,54.20.102.212,54276,1744145100.316072,1744145100.316072,0.000001,0,1,0,-1.000,1460,0,0.00
62.45.74.185,33622,181.61.5.133,23,1744145100.316045,1744145100.316045,0.000001,0,1,0,-1.000,-1,0,0.00
63.29.238.103,60850,81.32.161.83,59845,1744145100.316009,1744145100.316009,0.000001,0,1,0,-1.000,-1,0,0.00
144.170.133.167,55885,88.195.28.133,443,1744145100.316001,1744145100.317487,0.001486,661,2,0,-1.000,-1,0,3558546.43
207.30.173.157,56566,119.80.94.43,8080,1744145100.315969,1744145100.315969,0.000001,423,1,0,-1.000,-1,0,3384000000.00
227.129.135.15,49008,134.219.152.202,3074,1744145100.315913,1744145100.315913,0.000001,0,1,0,-1.000,1460,0,0.00
182.1.124.194,39264,232.30.67.150,5900,1744145100.315900,1744145100.315900,0.000001,0,1,0,-1.000,1460,0,0.00
186.157.122.183,27743,31.248.152.202,23,1744145100.315848,1744145100.328792,0.012944,0,2,0,-1.000,-1,0,0.00
199.160.89.167,44290,191.251.5.133,60016,1744145100.315847,1744145100.315847,0.000001,0,1,0,-1.000,1460,0,0.00
179.49.192.3,46845,227.164.178.203,49204,1744145100.315769,1744145100.315769,0.000001,0,1,0,-1.000,1460,0,0.00
80.166.55.170,49230,178.14.164.163,8728,1744145100.315749,1744145100.315749,0.000001,0,1,0,-1.000,-1,0,0.00
81.32.161.83,59845,63.29.238.103,60850,1744145100.315708,1744145100.315708,0.000001,0,1,0,-1.000,-1,0,0.00
94.32.161.83,58676,233.250.5.133,3391,1744145100.315675,1744145100.315675,0.000001,0,1,0,-1.000,-1,0,0.00
165.230.10.206,38286,7.201.5.133,832,1744145100.315616,1744145100.315616,0.000001,0,1,0,-1.000,1460,0,0.00
220.153.2.87,52003,237.80.164.163,23,1744145100.315606,1744145100.334625,0.019019,0,4,0,-1.000,1452,0,0.00
106.139.15.133,22,53.243.98.43,47422,1744145100.315570,1744145100.321384,0.005814,524,2,0,-1.000,-1,0,721018.23
239.129.135.15,50266,100.174.67.150,8406,1744145100.315564,1744145100.315564,0.000001,0,1,0,-1.000,1460,0,0.00
42.60.26.165,57568,241.33.5.133,21845,1744145100.315559,1744145100.315559,0.000001,0,1,0,-1.000,-1,0,0.00
62.249.155.175,19629,248.104.123.199,443,1744145100.315534,1744145100.315534,0.000001,0,1,0,-1.000,1412,0,0.00
233.48.91.159,60000,202.35.164.163,2840,1744145100.315521,1744145100.315521,0.000001,0,1,0,-1.000,-1,0,0.00
211.108.67.150,36428,76.12.53.164,443,1744145100.315451,1744145100.315451,0.000001,0,1,0,-1.000,-1,0,0.00
156.73.2.202,5432,225.187.246.219,57808,1744145100.315424,1744145100.315424,0.000001,93,1,0,-1.000,-1,0,744000000.00
91.252.27.156,44344,21.219.178.203,8088,1744145100.315405,1744145100.315405,0.000001,0,1,0,-1.000,-1,0,0.00
220.45.44.126,33818,104.221.216.192,53,1744145100.315349,1744145100.315349,0.000001,0,1,0,-1.000,1460,0,0.00
144.138.89.207,26200,233.236.178.203,12300,1744145100.315343,1744145100.315343,0.000001,0,1,0,-1.000,1460,0,0.00
54.20.102.212,54276,197.33.5.133,9023,1744145100.315323,1744145100.315323,0.000001,0,1,0,0.749,1460,0,0.00
196.71.246.45,56038,129.62.67.150,31337,1744145100.315210,1744145100.315210,0.000001,0,1,0,-1.000,-1,0,0.00
63.186.144.39,52944,78.198.5.133,80,1744145100.315096,1744145100.334093,0.018997,308,3,0,-1.000,1412,0,129704.69
135.147.14.66,20012,187.230.178.203,18080,1744145100.315050,1744145100.315050,0.000001,0,1,0,-1.000,1460,0,0.00
50.175.28.133,64409,179.215.41.104,443,1744145100.314998,1744145100.335597,0.020599,600,6,0,-1.000,1460,0,233021.02
130.30.67.150,53873,158.84.206.130,443,1744145100.314920,1744145100.314920,0.000001,1,1,0,-1.000,-1,0,8000000.00
190.102.197.91,52952,177.41.67.150,4664,1744145100.314817,1744145100.314817,0.000001,0,1,0,-1.000,1460,0,0.00
93.137.11.156,55638,56.34.148.202,5005,1744145100.314791,1744145100.314791,0.000001,0,1,0,-1.000,-1,0,0.00
224.208.81.205,55410,92.231.152.202,4002,1744145100.314662,1744145100.314662,0.000001,0,1,0,-1.000,1460,0,0.00
247.198.238.58,48269,191.177.178.203,465,1744145100.314658,1744145100.314658,0.000001,0,1,0,-1.000,-1,0,0.00
60.244.158.141,60342,140.32.148.202,5555,1744145100.314653,1744145100.314653,0.000001,0,1,0,-1.000,-1,0,0.00
243.161.43.89,443,54.103.173.157,28090,1744145100.314632,1744145100.314632,0.000001,202,1,0,-1.000,-1,0,1616000000.00
157.203.197.36,6913,248.104.123.199,443,1744145100.314549,1744145100.314549,0.000001,0,1,0,-1.000,1460,0,0.00
131.53.14.52,35734,19.10.67.150,7443,1744145100.314460,1744145100.314460,0.000001,0,1,0,-1.000,1460,0,0.00
191.89.150.112,35807,151.168.178.203,23,1744145100.314455,1744145100.314455,0.000001,0,1,0,-1.000,1452,0,0.00
255.33.5.133,18208,246.43.192.3,59688,1744145100.314379,1744145100.314379,0.000001,0,1,0,-1.000,1460,0,0.00
30.33.161.83,59798,198.29.238.103,30473,1744145100.314330,1744145100.314330,0.000001,0,1,0,-1.000,-1,0,0.00
72.115.207.193,58026,106.232.178.203,8401,1744145100.314260,1744145100.314260,0.000001,0,1,0,-1.000,1460,0,0.00
139.91.97.18,50138,215.148.67.150,446,1744145100.314246,1744145100.314246,0.000001,0,1,0,-1.000,1460,0,0.00
189.66.222.147,55798,147.195.67.150,111,1744145100.314236,1744145100.314236,0.000001,0,1,0,-1.000,1460,0,0.00
166.84.67.150,65347,174.65.214.54,443,1744145100.314113,1744145100.314113,0.000001,55,1,0,-1.000,-1,0,440000000.00
88.21.221.45,8303,185.201.113.131,445,1744145100.314107,1744145100.314107,0.000001,0,1,0,-1.000,1412,0,0.00
43.190.178.203,443,156.225.241.182,9261,1744145100.314046,1744145100.314046,0.000001,0,1,0,-1.000,-1,0,0.00
166.84.67.150,64636,162.197.176.35,443,1744145100.314044,1744145100.314044,0.000001,55,1,0,-1.000,-1,0,440000000.00
166.131.28.133,51723,32.92.160.85,25,1744145100.314002,1744145100.314002,0.000001,0,1,0,-1.000,1460,0,0.00
196.42.134.104,36624,32.137.67.150,22994,1744145100.314000,1744145100.314000,0.000001,0,1,0,-1.000,-1,0,0.00
72.70.196.45,43566,54.132.178.203,23,1744145100.313878,1744145100.313878,0.000001,0,1,0,-1.000,-1,0,0.00
80.62.218.137,38054,255.204.112.131,25,1744145100.313855,1744145100.313887,0.000032,0,2,0,-1.000,-1,0,0.00
216.83.3.47,23337,135.71.164.163,8282,1744145100.313703,1744145100.313703,0.000001,0,1,0,-1.000,1460,0,0.00
209.59.67.150,443,165.153.231.52,8211,1744145100.313700,1744145100.314065,0.000365,24480,10,0,-1.000,-1,0,536547945.21
196.42.134.104,57776,82.163.164.163,22994,1744145100.313634,1744145100.313634,0.000001,0,1,0,-1.000,-1,0,0.00
246.43.192.3,59688,255.33.5.133,18208,1744145100.313590,1744145100.313590,0.000001,0,1,0,0.789,1460,0,0.00
67.166.55.170,60468,253.235.164.163,8728,1744145100.313574,1744145100.313574,0.000001,0,1,0,-1.000,-1,0,0.00
169.32.161.83,61000,200.16.67.150,22191,1744145100.313571,1744145100.313571,0.000001,0,1,0,-1.000,-1,0,0.00
81.227.254.117,32625,104.255.28.133,23,1744145100.313504,1744145100.313504,0.000001,0,1,0,-1.000,-1,0,0.00
194.21.29.211,57258,93.56.67.150,873,1744145100.313499,1744145100.315371,0.001872,0,9,0,-1.000,-1,0,0.00
66.167.4.36,19020,62.200.5.133,22,1744145100.313403,1744145100.313403,0.000001,0,1,0,-1.000,-1,0,0.00
117.32.161.83,47519,8.7.67.150,3791,1744145100.313381,1744145100.313381,0.000001,0,1,0,-1.000,-1,0,0.00
156.225.241.182,9261,43.190.178.203,443,1744145100.313250,1744145100.313299,0.000049,0,2,0,-1.000,-1,0,0.00
2.191.47.195,47969,93.230.164.163,15483,1744145100.313178,1744145100.313178,0.000001,0,1,0,-1.000,-1,0,0.00
160.252.27.156,56775,225.243.67.150,8000,1744145100.312989,1744145100.312989,0.000001,0,1,0,-1.000,-1,0,0.00
91.70.196.45,9962,196.33.5.133,23,1744145100.312913,1744145100.312913,0.000001,0,1,0,-1.000,-1,0,0.00
217.65.9.72,47963,50.197.67.150,443,1744145100.312853,1744145100.312853,0.000001,0,1,0,-1.000,1460,0,0.00
46.58.165.218,11678,93.28.238.103,22,1744145100.312841,1744145100.312841,0.000001,64,1,0,-1.000,-1,0,512000000.00
195.230.228.139,45482,90.44.5.133,10159,1744145100.312831,1744145100.312831,0.000001,0,1,0,-1.000,-1,0,0.00
91.182.89.167,45089,186.107.67.150,3306,1744145100.312771,1744145100.312771,0.000001,0,1,0,-1.000,1460,0,0.00
193.236.83.154,50568,128.232.152.202,80,1744145100.312749,1744145100.312749,0.000001,0,1,0,-1.000,-1,0,0.00
26.52.87.75,43294,110.87.164.163,23,1744145100.312691,1744145100.312691,0.000001,0,1,0,-1.000,1460,0,0.00
6.210.110.3,443,50.36.148.202,48300,1744145100.312613,1744145100.322252,0.009639,4310,5,0,-1.000,-1,0,3577134.56
184.162.24.202,22,104.96.97.92,34542,1744145100.312592,1744145100.315642,0.003050,280,2,0,-1.000,-1,0,734426.23
136.170.164.185,44951,30.178.67.150,22,1744145100.312569,1744145100.312569,0.000001,0,1,0,-1.000,1460,0,0.00
39.225.153.111,64676,96.165.24.202,1433,1744145100.312537,1744145100.312537,0.000001,41,1,0,-1.000,-1,0,328000000.00
6.65.164.163,47028,243.64.123.5,443,1744145100.312521,1744145100.312521,0.000001,0,1,0,-1.000,-1,0,0.00
91.252.27.156,50669,4.178.67.150,8088,1744145100.312448,1744145100.312448,0.000001,0,1,0,-1.000,-1,0,0.00
81.168.63.195,33278,77.204.15.133,80,1744145100.312426,1744145100.312426,0.000001,0,1,0,-1.000,-1,0,0.00
148.44.236.45,45189,142.185.67.150,15733,1744145100.312416,1744145100.312416,0.000001,0,1,0,-1.000,-1,0,0.00
142.33.161.83,53470,216.229.164.163,4171,1744145100.312295,1744145100.312295,0.000001,0,1,0,-1.000,-1,0,0.00
152.228.147.138,15897,216.180.178.203,80,1744145100.312291,1744145100.312291,0.000001,0,1,0,-1.000,1460,0,0.00
24.170.101.187,63263,184.58.5.133,445,1744145100.312259,1744145100.312259,0.000001,0,1,0,-1.000,1440,0,0.00
111.180.178.203,80,99.16.115.221,47186,1744145100.312170,1744145100.316049,0.003879,11040,4,0,-1.000,-1,0,22768754.83
72.190.161.107,51903,43.187.113.131,25,1744145100.312158,1744145100.312158,0.000001,6,1,0,-1.000,-1,0,48000000.00
95.198.5.133,60884,62.165.238.192,8443,1744145100.312125,1744145100.312392,0.000267,28,2,0,-1.000,-1,0,838951.31
22.83.21.47,52571,177.9.67.150,3004,1744145100.311928,1744145100.311928,0.000001,0,1,0,-1.000,1460,0,0.00
190.253.210.209,34757,204.104.123.199,443,1744145100.311902,1744145100.311902,0.000001,0,1,0,-1.000,1361,0,0.00
95.40.24.34,45432,142.16.67.150,5433,1744145100.311887,1744145100.311887,0.000001,0,1,0,-1.000,-1,0,0.00
50.175.28.133,64408,179.215.41.104,443,1744145100.311724,1744145100.335922,0.024198,600,6,0,-1.000,1460,0,198363.50
73.131.70.162,24639,120.249.67.150,20001,1744145100.311629,1744145100.311629,0.000001,0,1,0,-1.000,1460,0,0.00
133.125.80.43,8883,231.177.178.203,62687,1744145100.311417,1744145100.311417,0.000001,33,1,0,-1.000,-1,0,264000000.00
17.245.35.18,43014,240.255.67.150,1434,1744145100.311402,1744145100.311402,0.000001,0,1,0,-1.000,1460,0,0.00
50.175.28.133,64407,179.215.41.104,443,1744145100.311363,1744145100.343324,0.031961,637,8,0,-1.000,1460,0,159444.32
124.129.249.147,80,136.110.67.150,19940,1744145100.311169,1744145100.342445,0.031276,4400,5,0,-1.000,-1,0,1125463.61
191.66.222.147,51262,150.196.5.133,12694,1744145100.311160,1744145100.311160,0.000001,0,1,0,-1.000,1460,0,0.00
38.99.187.146,443,191.144.67.150,40412,1744145100.311117,1744145100.324513,0.013396,39,3,0,-1.000,-1,0,23290.53
234.12.106.45,1033,123.162.24.202,36158,1744145100.311023,1744145100.311023,0.000001,0,1,0,-1.000,-1,0,0.00
96.25.113.131,22,207.201.248.63,38453,1744145100.311003,1744145100.311003,0.000001,76,1,0,-1.000,-1,0,608000000.00
110.244.158.141,34111,93.88.67.150,5555,1744145100.310981,1744145100.310981,0.000001,0,1,0,-1.000,-1,0,0.00
8.88.34.18,50011,55.11.5.133,20,1744145100.310980,1744145100.310980,0.000001,0,1,0,-1.000,1460,0,0.00
229.131.70.162,34744,75.227.5.133,5530,1744145100.310976,1744145100.310976,0.000001,0,1,0,-1.000,1460,0,0.00
109.250.228.45,31145,49.83.67.150,8443,1744145100.310957,1744145100.310957,0.000001,0,1,0,-1.000,-1,0,0.00
67.166.55.170,51727,150.236.67.150,8728,1744145100.310899,1744145100.310899,0.000001,0,1,0,-1.000,-1,0,0.00
208.5.173.157,16740,19.104.67.60,443,1744145100.310862,1744145100.311445,0.000583,1024,2,0,-1.000,-1,0,14051457.98
83.134.36.18,45224,119.196.152.202,5061,1744145100.310810,1744145100.310810,0.000001,0,1,0,-1.000,1460,0,0.00
45.190.178.203,443,164.236.219.103,34148,1744145100.310807,1744145100.310807,0.000001,0,1,0,-1.000,-1,0,0.00
40.147.10.47,39616,129.58.67.150,2222,1744145100.310757,1744145100.310757,0.000001,0,1,0,-1.000,-1,0,0.00
60.244.158.141,35459,138.192.5.133,5555,1744145100.310687,1744145100.310687,0.000001,0,1,0,-1.000,-1,0,0.00
164.236.219.103,34148,45.190.178.203,443,1744145100.310677,1744145100.310677,0.000001,441,1,0,-1.000,-1,0,3528000000.00
184.80.2.113,58363,0.192.152.202,46247,1744145100.310670,1744145100.310670,0.000001,0,1,0,-1.000,1460,0,0.00
218.211.96.18,46127,220.236.67.150,2209,1744145100.310652,1744145100.310652,0.000001,0,1,0,-1.000,1460,0,0.00
89.131.249.116,53887,51.215.5.133,23,1744145100.310640,1744145100.310640,0.000001,0,1,0,-1.000,1440,0,0.00
255.36.148.202,51738,205.193.123.153,22,1744145100.310594,1744145100.328924,0.018330,42,3,0,17.540,1460,0,18330.61
29.83.3.47,59128,52.252.67.150,51005,1744145100.310575,1744145100.310575,0.000001,0,1,0,-1.000,1460,0,0.00
227.129.135.15,55053,243.161.67.150,3074,1744145100.310469,1744145100.310469,0.000001,0,1,0,-1.000,1460,0,0.00
113.204.46.126,62555,23.191.113.131,443,1744145100.310430,1744145100.343404,0.032974,0,13,0,-1.000,-1,0,0.00
197.33.5.133,9023,54.20.102.212,44600,1744145100.310425,1744145100.310425,0.000001,0,1,0,-1.000,-1,0,0.00
113.204.46.126,14933,23.191.113.131,443,1744145100.310411,1744145100.343436,0.033025,0,11,0,-1.000,-1,0,0.00
220.121.54.203,443,211.147.112.131,11546,1744145100.310410,1744145100.343825,0.033415,0,2,0,-1.000,-1,0,0.00
255.36.148.202,41040,165.128.13.44,443,1744145100.310367,1744145100.311595,0.001228,2354,2,0,-1.000,-1,0,15335504.89
93.56.67.150,47718,82.234.7.162,873,1744145100.310291,1744145100.334519,0.024228,0,7,0,-1.000,-1,0,0.00
45.146.241.128,80,53.108.67.150,55968,1744145100.310288,1744145100.332411,0.022123,10895,7,0,-1.000,-1,0,3939791.17
46.146.241.128,443,255.178.67.150,62324,1744145100.310225,1744145100.310225,0.000001,4035,1,0,-1.000,-1,0,32280000000.00
187.95.26.121,50041,29.98.113.131,23,1744145100.310177,1744145100.310177,0.000001,0,1,0,-1.000,1460,0,0.00
34.33.66.159,54024,66.162.67.150,8118,1744145100.310145,1744145100.310145,0.000001,0,1,0,-1.000,1460,0,0.00
41.149.126.183,40610,2.236.28.133,23,1744145100.310122,1744145100.310122,0.000001,0,1,0,-1.000,-1,0,0.00
122.226.179.109,14225,192.213.178.203,23,1744145100.310083,1744145100.310083,0.000001,0,1,0,-1.000,1360,0,0.00
183.226.12.193,37414,53.35.67.150,175,1744145100.309949,1744145100.309949,0.000001,0,1,0,-1.000,-1,0,0.00
131.53.14.52,38624,239.149.67.150,7443,1744145100.309925,1744145100.309925,0.000001,0,1,0,-1.000,1460,0,0.00
132.58.49.118,40706,102.165.24.202,264,1744145100.309920,1744145100.309920,0.000001,284,1,0,-1.000,-1,0,2272000000.00
179.253.33.104,443,152.246.67.150,53574,1744145100.309740,1744145100.309774,0.000034,848,2,0,-1.000,-1,0,199529411.76
29.199.211.162,42886,245.22.5.133,15122,1744145100.309725,1744145100.309725,0.000001,0,1,0,-1.000,-1,0,0.00
82.182.89.167,19912,202.130.178.203,5671,1744145100.309618,1744145100.309618,0.000001,0,1,0,-1.000,1460,0,0.00
85.35.173.157,49873,239.191.3.114,25510,1744145100.309524,1744145100.309524,0.000001,0,1,0,-1.000,-1,0,0.00
85.35.173.157,50000,239.191.3.114,25510,1744145100.309520,1744145100.309520,0.000001,0,1,0,-1.000,-1,0,0.00
124.66.222.147,51404,212.234.5.133,37777,1744145100.309519,1744145100.309519,0.000001,0,1,0,-1.000,1460,0,0.00
231.198.39.117,20650,161.248.5.133,23,1744145100.309512,1744145100.309639,0.000127,0,2,0,-1.000,-1,0,0.00
